,house_age,years_since_last_action,was_renovated,sqft_living_per_floor,sqft_basement_ratio,sqft_living_lot_ratio,total_rooms_approx,log_sqft_living,log_sqft_lot,log_sqft_above,log_sqft_basement,sqft_living_sq,bed_bath_interaction,age_sqft_interaction
466,25,25,0,1830.0,0.1092896174863388,0.09270986372156645,6.5,8.205491613120236,10.583524163945977,8.089789175789319,5.993961427306569,13395600,7.5,91500
467,7,7,0,1007.5,0.0,0.11989052180639019,6.75,7.60887062919126,9.729610242524837,7.60887062919126,0.0,4060225,8.25,14105
468,60,9,1,1100.0,0.0,0.2619047619047619,4.0,7.00397413672268,8.343077871169383,7.00397413672268,0.0,1210000,2.0,66000
469,26,26,0,1515.0,0.0,0.32675509543836945,8.25,8.016647877057803,9.134970064951407,8.016647877057803,0.0,9180900,13.0,78780
470,10,10,1,1540.0,0.0,0.19743589743589743,6.0,7.340186835320115,8.962007209588313,7.340186835320115,0.0,2371600,6.0,15400
471,13,13,0,2595.0,0.0,0.4106987417899818,11.5,8.55468163582723,9.444463427333401,8.55468163582723,0.0,26936100,27.5,67470
472,25,25,0,1385.0,0.0,0.060860394603858156,7.5,7.9269635448629785,10.72579722093939,7.9269635448629785,0.0,7672900,10.0,69250
473,113,113,0,1126.6666666666667,0.08284023668639054,0.52,7.0,7.43307534889858,8.086717920303906,7.346655163176539,4.948759890378168,2856100,8.0,190970
474,91,91,0,1980.0,0.4494949494949495,0.396,4.0,7.591357046698551,8.517393171418904,6.994849985833071,6.792344427470809,3920400,2.0,180180
475,50,50,0,1900.0,0.3684210526315789,0.23058252427184467,9.0,7.550135342488429,9.016876974763383,7.0909098220799835,6.55250788703459,3610000,12.0,95000
476,33,33,0,1090.0,0.0,0.14900888585099112,5.0,6.994849985833071,8.897819009510757,6.994849985833071,0.0,1188100,3.0,35970
477,92,92,0,733.3333333333334,0.0,0.2718734552644587,5.0,7.00397413672268,8.305731144875866,7.00397413672268,0.0,1210000,3.0,101200
478,4,4,0,1225.0,0.0,0.5655586334256695,6.5,7.804251383528112,8.374015421739909,7.804251383528112,0.0,6002500,7.5,9800
479,68,25,1,1740.0,0.43103448275862066,0.32222222222222224,4.75,7.462214939768189,8.594339400592892,6.898714534329988,6.621405651764134,3027600,3.5,118320
480,53,13,1,2220.0,0.5,0.25022542831379624,7.25,7.7057128238944275,9.090768236835338,7.01301578963963,7.01301578963963,4928400,9.0,117660
481,8,8,0,460.0,0.0,1.4511041009463723,5.5,7.2305631534092925,6.858565034791365,7.2305631534092925,0.0,1904400,5.0,11040
482,28,28,0,3150.0,0.2126984126984127,0.08104978772674643,7.75,8.055475141757274,10.567875111424648,7.816416983691801,6.508769136971682,9922500,11.0,88200
483,32,32,0,1210.0,0.0,0.16118289596376714,4.75,7.099201743553092,8.9237243977064,7.099201743553092,0.0,1464100,3.5,38720
484,46,46,0,1060.0,0.0,0.13383838383838384,5.0,6.966967138613983,8.97727273946428,6.966967138613983,0.0,1123600,3.0,48760
485,28,28,0,2280.0,0.16666666666666666,0.2587674497786857,6.5,8.4252971767117,9.77696014606437,8.24301946898925,6.634633357861686,20793600,7.5,127680
486,37,37,0,2500.0,0.404,0.3472222222222222,8.5,7.824445930877619,8.881975184248867,7.307202314764738,6.918695219020472,6250000,12.5,92500
487,2,2,1,1399.0,0.0,0.6255309635591326,7.5,7.937017489515454,8.406038142050075,7.937017489515454,0.0,7828804,10.0,5596
488,108,108,0,673.3333333333334,0.0,0.5132113821138211,4.5,6.918695219020472,7.585281078639126,6.918695219020472,0.0,1020100,3.0,109080
489,20,20,0,850.0,0.0,0.22678762006403416,6.5,7.438971592395862,8.922258219503062,7.438971592395862,0.0,2890000,7.5,34000
490,0,0,0,1350.5,0.0,0.6002222222222222,7.5,7.9017475185201445,8.412054873292933,7.9017475185201445,0.0,7295401,10.0,0
491,25,25,0,1235.0,0.0,0.0704245430958287,7.5,7.81237820598861,10.465215394229238,7.81237820598861,0.0,6100900,10.0,61750
492,72,32,1,690.0,0.0,0.13068181818181818,4.0,6.53813982376767,8.571870752706934,6.53813982376767,0.0,476100,2.0,49680
493,36,14,1,928.0,0.0,0.03184625943719972,3.75,7.239214973779806,10.685355065655601,7.239214973779806,0.0,1937664,1.5,50112
494,20,20,0,820.0,0.0,0.4209445585215606,6.25,7.403061091090091,8.26796230533871,7.403061091090091,0.0,2689600,6.75,32800
495,23,23,0,1075.0,0.0,0.31585132951373585,7.5,7.67368812926773,8.82585367025321,7.67368812926773,0.0,4622500,10.0,49450
496,26,26,0,1145.0,0.0,0.20495838181329992,7.5,7.736743682453495,9.321344930019094,7.736743682453495,0.0,5244100,10.0,59540
497,15,15,0,3550.0,0.36338028169014086,0.32272727272727275,8.5,8.174984532943087,9.305741456739435,7.72356247227797,7.1631723908466425,12602500,14.0,53250
498,28,28,0,930.0,0.0,0.12317880794701987,4.0,6.836259277277067,8.929435283803425,6.836259277277067,0.0,864900,2.0,26040
499,27,14,1,2090.0,0.3588516746411483,0.21725571725571727,6.75,7.645397699428633,9.171703488361265,7.201170883281678,6.621405651764134,4368100,8.25,56430
500,2,2,1,1695.0,0.10324483775811209,0.3363762651319706,7.5,8.128880142125638,9.218209330354878,8.019941687677365,5.860786223465865,11492100,10.5,6780
501,27,27,0,1115.0,0.0,0.2463271843587761,6.25,7.7102051944325325,9.110961927995904,7.7102051944325325,0.0,4972900,6.75,60210
502,3,3,0,1505.0,0.0,1.6340933767643866,6.75,8.010027528481734,7.519149957669823,8.010027528481734,0.0,9060100,8.25,9030
503,64,9,1,1240.0,0.3024193548387097,0.4509090909090909,7.0,7.816416983691801,8.612685172875459,7.456454555176209,6.621405651764134,6150400,9.0,158720
504,21,21,0,960.0,0.0,0.265596901369484,6.5,7.560601162768557,8.88599431515281,7.560601162768557,0.0,3686400,7.5,40320
505,40,40,0,1385.0,0.0,0.2051851851851852,7.25,7.9269635448629785,9.510519035757246,7.9269635448629785,0.0,7672900,9.0,110800
506,63,15,1,1150.0,0.0,0.13609467455621302,5.5,7.048386408721883,9.042040056544483,7.048386408721883,0.0,1322500,4.5,72450
507,68,25,1,1066.6666666666667,0.0,0.2909090909090909,6.0,7.3783837129967145,8.612685172875459,7.3783837129967145,0.0,2560000,4.0,108800
508,11,11,0,2200.0,0.0,0.2646616541353383,8.25,8.38958706681109,9.718723014091033,8.38958706681109,0.0,19360000,13.0,48400
509,14,14,0,635.0,0.12598425196850394,1.0808510638297872,6.0,7.147559271189454,7.069874128458572,7.01301578963963,5.081404364984463,1612900,6.0,17780
510,71,12,1,1240.0,0.1935483870967742,0.045854596553509354,4.0,7.123672785204607,10.205183470748327,6.90875477931522,5.484796933490655,1537600,2.0,88040
511,45,0,1,1120.0,0.0,0.20637552975861434,6.5,7.02197642307216,8.59932602095476,7.02197642307216,0.0,1254400,6.0,50400
512,26,14,1,1300.0,0.0,0.348292029470864,6.5,7.8636512654486515,8.91811465947453,7.8636512654486515,0.0,6760000,7.5,67600
513,93,93,0,1920.0,0.4479166666666667,0.39726877715704534,6.25,7.560601162768557,8.483429561263428,6.966967138613983,6.7580945044277305,3686400,6.75,178560
514,59,5,1,1500.0,0.3333333333333333,0.12931034482758622,6.75,7.313886831633462,9.358846580275406,6.90875477931522,6.2166061010848646,2250000,7.0,88500
515,45,45,0,1266.6666666666667,0.24210526315789474,0.040764659185994125,6.25,7.550135342488429,10.749570389366786,7.273092595999522,6.133398042996649,3610000,6.75,85500
516,12,12,0,1115.0,0.0,0.37353433835845895,7.5,7.7102051944325325,8.694669696546992,7.7102051944325325,0.0,4972900,10.0,26760
517,67,2,1,1580.0,0.2848101265822785,0.2958801498127341,6.75,7.365812837209472,8.58316818033977,7.030857476116121,6.111467339502679,2496400,7.0,105860
518,95,80,1,620.0,0.0,0.18023255813953487,5.0,6.836259277277067,8.548885638148727,6.836259277277067,0.0,864900,3.0,88350
519,41,41,0,1090.0,0.0,0.1261574074074074,5.0,6.994849985833071,9.0642735958414,6.994849985833071,0.0,1188100,3.0,44690
520,32,32,0,1820.0,0.3021978021978022,0.44180118946474084,9.0,8.200013648175434,9.016755622903517,7.840312983320164,7.00397413672268,13249600,15.0,116480
521,27,27,0,2090.0,0.3492822966507177,0.19291120546427912,6.5,7.645397699428633,9.29053691397046,7.215975002651466,6.594413459749778,4368100,7.5,56430
522,52,0,1,2090.0,0.3492822966507177,0.27356020942408377,6.5,7.645397699428633,8.941283763647567,7.215975002651466,6.594413459749778,4368100,7.5,108680
523,31,5,1,2570.0,0.23346303501945526,0.09017543859649123,6.0,7.852050207265889,10.25769445336048,7.58629630715272,6.398594934535208,6604900,6.0,79670
524,8,8,0,685.0,0.19708029197080293,1.5005476451259583,7.25,7.223295679562314,6.81783057145415,7.00397413672268,5.602118820879701,1876900,9.75,10960
525,16,8,1,825.0,0.0,0.11942675159235669,6.5,7.409136443920128,9.53365499705667,7.409136443920128,0.0,2722500,7.5,26400
526,27,14,1,910.0,0.0,0.09094997751236819,7.5,7.507141079727608,9.904087372608096,7.507141079727608,0.0,3312400,10.0,49140
527,52,11,1,2130.0,0.4835680751173709,0.24204545454545454,6.5,7.664346632098617,9.082620630373812,7.00397413672268,6.93828448401696,4536900,6.0,110760
528,60,35,1,1490.0,0.0,0.16564758198999444,5.0,7.307202314764738,9.104535313079205,7.307202314764738,0.0,2220100,3.0,89400
529,46,46,0,2000.0,0.35,0.26455026455026454,5.75,7.601402334583733,8.93075873555827,7.170888478512505,6.55250788703459,4000000,5.25,92000
530,14,14,0,1115.0,0.0,0.4169783096484667,6.5,7.7102051944325325,8.58466490653125,7.7102051944325325,0.0,4972900,7.5,31220
531,19,19,0,900.0,0.0,0.17142857142857143,6.25,7.496097345175956,9.259225769705994,7.496097345175956,0.0,3240000,6.75,34200
532,28,28,0,2560.0,0.0,0.011809370920346715,6.0,7.848153086199526,12.28662906738383,7.848153086199526,0.0,6553600,6.0,71680
533,28,28,0,590.0,0.0,0.122533748701973,6.25,7.074116816197362,9.172742341560864,7.074116816197362,0.0,1392400,6.75,33040
534,10,10,1,506.6666666666667,0.0,1.2208835341365463,6.25,7.327123292259293,7.1276936993473985,7.327123292259293,0.0,2310400,6.75,15200
535,10,10,1,1400.0,0.0,0.3296444549093478,7.5,7.937731775260109,9.047233034106032,7.937731775260109,0.0,7840000,10.0,28000
536,37,37,0,5700.0,0.5,0.285,9.75,8.648396877031582,9.90353755128617,7.955425088912672,7.955425088912672,32490000,16.5,210900
537,41,41,0,3100.0,0.4645161290322581,0.30956660675054926,8.75,8.03947991910045,9.211839248099919,7.415175109613295,7.273092595999522,9610000,13.75,127100
538,44,44,0,2025.0,0.3530864197530864,0.11196815128141328,10.0,8.30671904320269,10.496040617860372,7.8713112033234065,7.266128779556451,16402500,18.0,178200
539,24,5,1,1595.0,0.0,0.21901819430140748,7.5,8.068089626278244,9.586445324777861,8.068089626278244,0.0,10176100,10.0,76560
540,35,35,0,1960.0,0.3163265306122449,0.210752688172043,6.75,7.581209826196346,9.137877200242468,7.201170883281678,6.431331081933479,3841600,7.0,68600
541,36,36,0,1550.0,0.3032258064516129,0.3112449799196787,5.5,7.346655163176539,8.513385953073284,6.985641817639208,6.154858094016418,2402500,4.5,55800
542,61,31,1,800.0,0.0,0.12307692307692308,4.0,6.68586094706836,8.77971129020447,6.68586094706836,0.0,640000,2.0,48800
543,57,13,1,2010.0,0.3333333333333333,0.23304347826086957,6.75,7.606387389772652,9.062536177207788,7.201170883281678,6.508769136971682,4040100,7.0,114570
544,24,5,1,1140.0,0.0,0.0035558161767802084,5.0,7.732369222284388,13.371102938001258,7.732369222284388,0.0,5198400,4.0,54720
545,6,6,0,1995.0,0.0,0.7575469906967913,8.5,8.291797105048733,8.569406062863171,8.291797105048733,0.0,15920100,14.0,23940
546,46,46,0,1090.0,0.0,0.11354166666666667,5.5,6.994849985833071,9.169622538697624,6.994849985833071,0.0,1188100,4.5,50140
547,16,8,1,1670.0,0.26047904191616766,0.2726975832789027,7.5,8.114025442356757,9.413199579987685,7.81237820598861,6.769641976852503,11155600,10.0,53440
548,72,32,1,1330.0,0.0,0.22443469456631793,7.0,7.193685818395112,8.687273461787838,7.193685818395112,0.0,1768900,8.0,95760
549,18,18,0,1397.5,0.0,0.18508708032580623,9.0,7.935945103353701,9.62258246436337,7.935945103353701,0.0,7812025,15.0,50310
550,1,1,1,1315.0,0.3650190114068441,0.8351857732613528,9.0,7.875119281040293,8.055157731819678,7.421177528595393,6.8679744089702925,6916900,15.0,2630
551,9,9,0,415.0,0.0,0.44671689989235736,4.5,6.7226297948554485,7.527793987721444,6.7226297948554485,0.0,688900,3.0,7470
552,95,13,1,1880.0,0.5,0.24867724867724866,4.0,7.53955882930103,8.93075873555827,6.846943139585379,6.846943139585379,3534400,2.0,178600
553,19,19,0,1665.0,0.0,0.3642130591709504,7.75,8.11102783819368,9.120853205474647,8.11102783819368,0.0,11088900,11.0,63270
554,95,29,1,1430.0,0.24475524475524477,0.286,5.0,7.266128779556451,8.517393171418904,6.985641817639208,5.860786223465865,2044900,3.0,135850
555,17,17,0,1540.0,0.0,0.08693197854925204,7.5,8.033009498596668,10.47534242212957,8.033009498596668,0.0,9486400,10.0,52360
556,8,8,0,1151.5,0.0,0.6019341348667016,7.5,7.742402021815782,8.249836485425702,7.742402021815782,0.0,5303809,10.0,18424
557,109,109,0,3240.0,0.36213991769547327,0.5141225007933989,10.25,8.488999457045455,9.154193211353181,8.03947991910045,7.473637108496206,23619600,21.25,529740
558,41,41,0,1010.0,0.0,0.10155857214680744,5.0,6.918695219020472,9.204925739274683,6.918695219020472,0.0,1020100,3.0,41410
559,55,55,0,1960.0,0.34183673469387754,0.22580645161290322,7.25,7.581209826196346,9.068892008391808,7.1631723908466425,6.508769136971682,3841600,9.0,107800
560,55,55,0,800.0,0.0,0.0903954802259887,5.5,6.68586094706836,9.088285725968877,6.68586094706836,0.0,640000,4.5,44000
561,33,1,1,1780.0,0.2808988764044944,0.1710058603131905,5.75,7.484930283289661,9.250522161609014,7.155396301896734,6.2166061010848646,3168400,5.25,58740
562,64,9,1,950.0,0.0,0.07050092764378478,5.0,6.85751406254539,9.508665604526444,6.85751406254539,0.0,902500,3.0,60800
563,26,26,0,1013.3333333333334,0.0,0.007121305822604524,5.0,7.327123292259293,12.271134467222122,7.327123292259293,0.0,2310400,3.0,39520
564,19,19,0,2105.0,0.0,0.24394483717696142,9.5,8.345455428161928,9.756089025531404,8.345455428161928,0.0,17724100,17.5,79990
565,8,8,0,705.0,0.19148936170212766,1.1370967741935485,6.0,7.252053951852814,7.123672785204607,7.039660349862076,5.602118820879701,1988100,6.0,11280
566,48,48,1,2160.0,0.5,0.2660426160857248,7.25,7.6783263565068856,9.002085433155724,6.985641817639208,6.985641817639208,4665600,9.0,103680
567,11,11,0,2330.0,0.0,0.26784687895160364,8.5,8.446985296372741,9.764168012286715,8.446985296372741,0.0,21715600,14.0,51260
568,57,13,1,2460.0,0.0,0.055366748441403525,7.25,7.8083230503910555,10.701715209546581,7.8083230503910555,0.0,6051600,9.0,140220
569,65,16,1,1370.0,0.0,0.16119543475703024,6.0,7.223295679562314,9.047821442478408,7.223295679562314,0.0,1876900,4.0,89050
570,36,36,0,1790.0,0.3687150837988827,0.06526415575892369,5.75,7.490529402060711,10.219319668404255,7.030857476116121,6.493753839851686,3204100,5.25,64440
571,63,20,1,1685.0,0.050445103857566766,0.1720704620883329,6.5,8.12296471523406,9.88257030428074,8.071218539969863,5.14166355650266,11356900,7.5,212310
572,32,32,0,1850.0,0.0,0.3566265060240964,7.0,8.216358332386156,9.24725072599628,8.216358332386156,0.0,13690000,9.0,118400
573,86,86,0,1480.0,0.49324324324324326,0.296,6.0,7.300472814267799,8.517393171418904,6.621405651764134,6.594413459749778,2190400,6.0,127280
574,9,9,0,1245.0,0.3092369477911647,0.695142378559464,7.5,7.820439515262181,8.183955717304954,7.450660796211539,6.647688373563329,6200100,10.5,22410
575,13,13,0,1995.0,0.0,0.40148923324612595,9.5,8.291797105048733,9.204221690968005,8.291797105048733,0.0,15920100,17.5,51870
576,86,86,0,700.0,0.09523809523809523,0.17073170731707318,5.75,6.957497370876951,8.724369949208368,6.85751406254539,4.61512051684126,1102500,5.25,90300
577,48,48,0,3160.0,0.4240506329113924,0.2464129756706176,6.5,8.058643712215618,9.45915167003897,7.507141079727608,7.201170883281678,9985600,7.5,151680
578,38,38,0,1875.0,0.0,0.3401360544217687,8.0,8.229777750081887,9.30801139914963,8.229777750081887,0.0,14062500,12.0,142500
579,97,97,0,920.0,0.0,0.4242563984320959,6.5,7.518064181233078,8.37516869138682,7.518064181233078,0.0,3385600,6.0,178480
580,57,13,1,2020.0,0.39603960396039606,0.23611922852133255,6.0,7.611347717403621,9.054388070202297,7.107425474110705,6.68586094706836,4080400,6.0,115140
581,45,4,1,1450.0,0.30344827586206896,0.2013888888888889,5.0,7.280008252884188,8.881975184248867,6.918695219020472,6.089044875446846,2102500,3.0,65250
582,51,6,1,2030.0,0.39408866995073893,0.15037037037037038,7.25,7.616283561580385,9.510519035757246,7.115582126184454,6.68586094706836,4120900,9.0,103530
583,16,8,1,1210.0,0.0,0.2932622394571013,6.5,7.791935956938058,9.018332049592685,7.791935956938058,0.0,5856400,7.5,38720
584,87,87,0,1130.0,0.0,0.42803030303030304,4.0,7.030857476116121,7.878912912297133,7.030857476116121,0.0,1276900,2.0,98310
585,69,4,1,1660.0,0.4879518072289157,0.26991869918699185,7.0,7.415175109613295,8.724369949208368,6.7464121285733745,6.698268054115413,2755600,8.0,114540
586,35,35,0,1055.0,0.0,0.11214456550624502,6.0,7.65491704784832,9.842462850698354,7.65491704784832,0.0,4452100,6.0,73850
587,89,89,0,1840.0,0.42934782608695654,0.456575682382134,5.75,7.518064181233078,8.301769763117166,6.957497370876951,6.673297967767654,3385600,5.25,163760
588,54,13,1,2020.0,0.0,0.2671957671957672,6.5,7.611347717403621,8.93075873555827,7.611347717403621,0.0,4080400,6.0,109080
589,44,44,0,2850.0,0.49122807017543857,0.3625492939829538,7.0,7.955425088912672,8.969796305981806,7.280008252884188,7.244941546337007,8122500,8.0,125400
590,29,29,0,815.0,0.0,0.13257421716144774,6.25,7.396948602621014,9.417029285218431,7.396948602621014,0.0,2656900,6.75,47270
591,8,8,0,375.0,0.0,0.5244755244755245,5.5,6.621405651764134,7.266128779556451,6.621405651764134,0.0,562500,5.0,6000
592,6,6,0,825.5,0.18776499091459722,0.9280494659921305,7.25,7.409741954080923,7.484368643286131,7.201916317531627,5.739792912179234,2725801,9.75,9906
593,37,37,0,2030.0,0.41379310344827586,0.2761904761904762,6.25,7.616283561580385,8.902591637374087,7.0825485693553,6.734591659972948,4120900,6.75,75110
594,0,0,0,1797.5,0.0,0.6375243837559851,8.75,8.18757739559151,8.637639344492104,8.18757739559151,0.0,12924025,13.75,0
595,74,74,0,1095.0,0.319634703196347,0.44693877551020406,9.0,7.692113339595466,8.497194544909547,7.307202314764738,6.55250788703459,4796100,15.0,162060
596,0,0,0,2075.0,0.0,0.4919393077287814,7.5,8.33110454805304,9.040382074165628,8.33110454805304,0.0,17222500,10.0,0
597,46,46,0,1390.0,0.0,0.10839897059970366,5.0,7.237778191923443,9.459073694289389,7.237778191923443,0.0,1932100,3.0,63940
598,17,17,0,795.0,0.0,0.8617886178861789,5.5,7.372118028337787,7.520776415062797,7.372118028337787,0.0,2528100,5.0,27030
599,1,1,1,765.0,0.2549019607843137,0.9550561797752809,7.25,7.333676395657684,7.3796321526095525,7.039660349862076,5.968707559985366,2340900,9.75,1530
600,31,5,1,1660.0,0.24096385542168675,0.11029900332225914,6.0,7.415175109613295,9.619199713152362,7.13966033596492,5.993961427306569,2755600,6.0,51460
601,109,109,0,1150.0,0.0,0.26136363636363635,4.0,7.048386408721883,8.38958706681109,7.048386408721883,0.0,1322500,2.0,125350
602,2,2,1,580.0,0.10344827586206896,0.7956104252400549,5.5,7.057036981697891,7.285506548522785,6.947937068614969,4.795790545596741,1345600,5.0,2320
603,67,2,1,960.0,0.0,0.11774806819575616,4.0,6.8679744089702925,9.006263883379198,6.8679744089702925,0.0,921600,2.0,64320
604,51,51,0,930.0,0.0,0.1195449579021788,6.25,7.528869256642251,9.652458797732383,7.528869256642251,0.0,3459600,6.75,94860
605,23,23,0,3245.0,0.3929121725731895,0.5974958571165532,10.25,8.778171881033469,9.293117798433752,8.279189777195004,7.844240718141811,42120100,21.25,149270
606,60,0,1,1720.0,0.0,0.344,5.75,7.450660796211539,8.517393171418904,7.450660796211539,0.0,2958400,5.25,103200
607,45,45,0,2660.0,0.4473684210526316,0.30445232917477394,8.75,7.886457270977689,9.075436609511382,7.293697720601438,7.0825485693553,7075600,13.75,119700
608,68,68,0,1213.3333333333333,0.0989010989010989,0.3161917998610146,5.5,7.507141079727608,8.65817178467581,7.403061091090091,5.198497031265826,3312400,4.5,123760
609,7,7,0,1595.0,0.0,0.6038235850842324,7.25,8.068089626278244,8.572438665642215,8.068089626278244,0.0,10176100,9.75,22330
610,11,11,0,1805.0,0.32409972299168976,0.06049231697303819,7.25,8.191740021277457,10.996718722251758,7.80016307039296,7.065613363597717,13032100,9.75,39710
611,9,9,0,735.0,0.0,0.46994884910485935,5.0,7.293697720601438,8.048468743668883,7.293697720601438,0.0,2160900,4.0,13230
612,24,24,0,1310.0,0.0,0.1944197091124963,6.0,7.1785454837637,8.815666824946216,7.1785454837637,0.0,1716100,6.0,31440
613,52,52,0,1610.0,0.0,0.18692673865087658,5.75,7.384610383176974,9.061144065614055,7.384610383176974,0.0,2592100,5.25,83720
614,7,7,0,1028.0,0.0,0.7138888888888889,6.5,7.852050207265889,8.188966863648876,7.852050207265889,0.0,6604900,7.5,17990
615,40,40,0,1980.0,0.21212121212121213,0.2475,6.25,7.591357046698551,8.987321812850125,7.353081920515432,6.042632833682381,3920400,6.75,79200
616,9,9,0,850.0,0.0,0.5396825396825397,6.5,7.438971592395862,8.055475141757274,7.438971592395862,0.0,2890000,7.5,15300
617,49,21,1,940.0,0.0,0.09066358024691358,5.0,6.846943139585379,9.246575864558277,6.846943139585379,0.0,883600,3.0,46060
618,20,20,0,875.0,0.0,0.2427857935627081,6.5,7.467942332285852,8.883085524404578,7.467942332285852,0.0,3062500,7.5,35000
619,19,19,0,1370.0,0.0,0.05991428321525409,7.5,7.916078096302786,10.730575416949513,7.916078096302786,0.0,7507600,10.0,52060
620,36,36,0,1730.0,0.20809248554913296,0.1922222222222222,6.0,7.456454555176209,9.105090961257085,7.223295679562314,5.8888779583328805,2992900,6.0,62280
621,23,23,0,1865.0,0.34584450402144773,0.24818683877836184,8.5,8.224431573221159,9.61780348274702,7.80016307039296,7.1631723908466425,13912900,14.0,85790
622,37,10,1,1760.0,0.0,0.16326530612244897,5.75,7.473637108496206,9.285540604539118,7.473637108496206,0.0,3097600,5.25,65120
623,37,10,1,2350.0,0.4085106382978723,0.22488038277511962,6.25,7.762596048540069,9.254452946594503,7.237778191923443,6.8679744089702925,5522500,6.75,86950
624,30,30,0,1290.0,0.0,0.012313683939233402,8.0,7.855932199718614,12.252593570255563,7.855932199718614,0.0,6656400,12.0,77400
625,95,29,1,890.0,0.14606741573033707,0.4238095238095238,4.0,6.792344427470809,7.650168700845001,6.634633357861686,4.875197323201151,792100,2.0,84550
626,66,29,1,770.0,0.0,0.09449012148729906,4.0,6.647688373563329,9.005773206234908,6.647688373563329,0.0,592900,2.0,50820
627,32,3,1,1075.0,0.0,0.17874958430329232,7.5,7.67368812926773,9.395075679994072,7.67368812926773,0.0,4622500,10.0,68800
628,70,70,0,1370.0,0.0,0.2673170731707317,4.75,7.223295679562314,8.542080906924017,7.223295679562314,0.0,1876900,3.5,95900
629,76,76,0,1240.0,0.14516129032258066,0.19375,4.0,7.123672785204607,8.764209507142004,6.966967138613983,5.198497031265826,1537600,2.0,94240
630,50,50,0,2400.0,0.5,0.718562874251497,8.0,7.783640596221253,8.114025442356757,7.0909098220799835,7.0909098220799835,5760000,12.0,120000
631,35,0,1,2120.0,0.18867924528301888,0.14213878645658734,6.25,7.659642954564682,9.610189741298711,7.450660796211539,5.993961427306569,4494400,6.75,74200
632,23,23,0,1470.0,0.0,0.2831824311308033,7.5,7.9865049385539955,9.247925132303454,7.9865049385539955,0.0,8643600,10.0,67620
633,18,18,0,1610.0,0.0,0.1425535682663361,7.5,8.0774471493312,10.025218341107275,8.0774471493312,0.0,10368400,10.0,57960
634,69,4,1,1430.0,0.3356643356643357,0.3723958333333333,5.0,7.266128779556451,8.253488028345904,6.85751406254539,6.175867270105761,2044900,3.0,98670
635,55,55,0,1950.0,0.0,0.12222640090259496,5.5,7.576097340623111,9.677527538712344,7.576097340623111,0.0,3802500,4.5,107250
636,28,28,0,1780.0,0.21348314606741572,0.24674244524535624,6.5,7.484930283289661,8.88391747120797,7.244941546337007,5.942799375126701,3168400,7.5,49840
637,61,31,1,1430.0,0.0,0.15959821428571427,5.5,7.266128779556451,9.10063710688422,7.266128779556451,0.0,2044900,4.5,87230
638,54,13,1,795.0,0.0,0.20075757575757575,6.75,7.372118028337787,8.97727273946428,7.372118028337787,0.0,2528100,7.0,85860
639,59,9,1,893.3333333333334,0.0,0.16936299292214357,5.5,7.201170883281678,8.976262255609193,7.201170883281678,0.0,1795600,4.5,79060
640,67,26,1,1250.0,0.0,0.15432098765432098,4.0,7.1316985104669115,8.999742789830492,7.1316985104669115,0.0,1562500,2.0,83750
641,71,71,0,1140.0,0.0,0.13626583791537175,5.0,7.039660349862076,9.032050676295599,7.039660349862076,0.0,1299600,3.0,80940
642,16,8,1,1210.0,0.0,0.3311892705624743,6.5,7.791935956938058,8.896724917497897,7.791935956938058,0.0,5856400,7.5,38720
643,84,17,1,1020.0,0.09803921568627451,0.11243386243386243,5.5,6.928537818164665,9.11305824916963,6.825460036255307,4.61512051684126,1040400,4.5,85680
644,12,12,0,2080.0,0.0,0.18285714285714286,6.0,7.640603826393634,9.339261152043022,7.640603826393634,0.0,4326400,6.0,24960
645,114,43,1,1033.3333333333333,0.0,0.6458333333333334,5.0,7.346655163176539,7.783640596221253,7.346655163176539,0.0,2402500,4.0,176700
646,56,8,1,4220.0,0.5,0.1575567502986858,9.5,8.347827345782498,10.19559730831506,7.65491704784832,7.65491704784832,17808400,17.5,236320
647,62,62,0,2460.0,0.44308943089430897,0.37272727272727274,6.0,7.8083230503910555,8.79497643168877,7.223295679562314,6.994849985833071,6051600,6.0,152520
648,112,112,0,1700.0,0.0,0.5059523809523809,8.75,7.844240718141811,8.525359754082631,7.844240718141811,0.0,6502500,13.75,285600
649,10,10,1,1290.0,0.0,0.41214057507987223,7.5,7.855932199718614,8.74209519574531,7.855932199718614,0.0,6656400,10.0,25800
650,9,9,0,1275.0,0.0,0.5345911949685535,7.5,7.844240718141811,8.470311205516108,7.844240718141811,0.0,6502500,10.0,22950
651,7,7,0,680.0,0.08823529411764706,1.0666666666666667,7.5,7.215975002651466,7.151485463904735,7.123672785204607,4.795790545596741,1849600,10.5,9520
652,108,0,1,1230.0,0.08130081300813008,0.18636363636363637,4.0,7.115582126184454,8.79497643168877,7.030857476116121,4.61512051684126,1512900,2.0,132840
653,20,20,0,1350.0,0.0,0.28969957081545067,7.5,7.901377353792616,9.140025198061156,7.901377353792616,0.0,7290000,10.0,54000
654,11,11,0,1320.0,0.0,0.37204058624577224,8.5,7.878912912297133,8.867427438524983,7.878912912297133,0.0,6969600,12.5,29040
655,107,31,1,860.0,0.0,0.2123456790123457,5.5,7.450660796211539,8.999742789830492,7.450660796211539,0.0,2958400,4.5,184040
656,19,19,0,1350.0,0.17777777777777778,0.1210762331838565,6.0,7.208600337960199,9.319284458965361,7.01301578963963,5.484796933490655,1822500,6.0,25650
