Unnamed: 0,house_age,years_since_last_action,was_renovated,sqft_living_per_floor,sqft_basement_ratio,sqft_living_lot_ratio,total_rooms_approx,log_sqft_living,log_sqft_lot,log_sqft_above,log_sqft_basement,sqft_living_sq,bed_bath_interaction,age_sqft_interaction,city,statezip,city_encoded,statezip_encoded
293,73,20,1,680.0,0.0,0.084325397,4.0,6.523562306,8.995288991,6.523562306,0.0,462400,2.0,49640,SeaTac,WA 98188,254070.79166666666,275761.05555555556
294,37,10,1,2270.0,0.392070485,0.255745831,6.25,7.727975542,9.091218941,7.230563153,6.792344427,5152900,6.75,83990,Renton,WA 98058,383432.0808217949,361347.7168918919
295,11,11,0,1170.0,0.0,0.26028921,7.5,7.758333467,9.103979356,7.758333467,0.0,5475600,10.0,25740,Maple Valley,WA 98038,340425.62602739723,340425.62602739723
296,10,10,1,1140.0,0.0,0.034631509,7.5,7.732369222,11.09493727,7.732369222,0.0,5198400,10.0,22800,Woodinville,WA 98077,627221.0372340425,685107.3717948718
297,0,0,0,366.6666667,0.0,1.724137931,3.25,7.003974137,6.459904454,7.003974137,0.0,1210000,1.25,0,Seattle,WA 98112,570515.8814716863,986127.6964285715
298,54,2,1,1380.0,0.0,0.123989218,5.5,7.230563153,9.317489287,7.230563153,0.0,1904400,4.5,74520,Federal Way,WA 98003,294767.48545,297147.36842105264
299,15,15,0,1110.0,0.0,0.319286639,7.25,7.705712824,8.847072313,7.705712824,0.0,4928400,9.0,33300,Maple Valley,WA 98038,340425.62602739723,340425.62602739723
300,36,14,1,2770.0,0.429602888,0.069376612,5.75,7.926963545,10.59483311,7.365812837,7.082548569,7672900,5.25,99720,Issaquah,WA 98027,604410.8557,587123.0243902439
301,8,8,0,1530.0,0.0,0.428571429,7.5,8.026496939,8.873608102,8.026496939,0.0,9363600,10.0,24480,Issaquah,WA 98029,604410.8557,624102.6253971428
302,94,94,0,1160.0,0.057471264,0.414285714,5.5,7.46221494,8.343077871,7.403061091,4.615120517,3027600,4.5,163560,Seattle,WA 98117,570515.8814716863,561530.210114151
303,44,44,0,1060.0,0.0,0.203846154,5.0,6.966967139,8.556606194,6.966967139,0.0,1123600,3.0,46640,Covington,WA 98042,309410.29411764705,335536.09890128206
304,95,29,1,2710.0,0.461254613,0.570526316,7.0,7.905072849,8.466110401,7.286876412,7.13169851,7344100,8.0,257450,Seattle,WA 98115,570515.8814716863,615531.1620875
305,14,14,0,466.6666667,0.0,1.126307321,6.25,7.244941546,7.126087273,7.244941546,0.0,1960000,6.5,19600,Seattle,WA 98103,570515.8814716863,585021.7971639343
306,11,11,0,1180.0,0.0,0.540416762,7.5,7.766840537,8.382060517,7.766840537,0.0,5569600,10.0,25960,Woodinville,WA 98072,627221.0372340425,586174.3636363636
307,94,94,0,1240.0,0.0,0.369047619,6.5,7.528869257,8.525359754,7.528869257,0.0,3459600,6.0,174840,Enumclaw,WA 98022,308011.23188260867,308011.23188260867
308,20,20,0,1980.0,0.0,0.162962963,6.0,7.591357047,9.40516675,7.591357047,0.0,3920400,6.0,39600,Kent,WA 98042,481139.1425712329,335536.09890128206
309,40,40,0,1405.0,0.0,0.150018686,6.75,7.941295571,9.83798857,7.941295571,0.0,7896100,8.25,112400,Redmond,WA 98052,667572.7466631016,643045.2409467289
310,45,45,0,2600.0,0.380769231,0.229580574,6.75,7.863651265,9.334856247,7.384610383,6.898714534,6760000,7.0,117000,Kent,WA 98031,481139.1425712329,736617.6659482758
311,54,2,1,1830.0,0.344262295,0.228635682,5.0,7.512617545,8.987821625,7.090909822,6.447305863,3348900,3.0,98820,Seattle,WA 98125,570515.8814716863,450881.6901408451
312,36,36,0,2230.0,0.408071749,0.232291667,8.25,7.710205194,9.169622539,7.186144305,6.814542897,4972900,11.25,80280,Woodinville,WA 98077,627221.0372340425,685107.3717948718
313,41,41,0,2100.0,0.385714286,0.210336538,7.25,7.650168701,9.208839246,7.163172391,6.698268054,4410000,9.0,86100,Kenmore,WA 98028,444443.133332,443865.81699215685
314,60,35,1,1520.0,0.0,0.168122995,5.5,7.327123292,9.109635668,7.327123292,0.0,2310400,4.5,91200,Bellevue,WA 98004,868105.2200754544,1419321.0701754387
315,2,2,1,1865.0,0.0,0.465435488,7.75,8.224431573,8.989070065,8.224431573,0.0,13912900,11.0,7460,Sammamish,WA 98074,716445.2950143885,648637.487615493
316,59,9,1,840.0,0.0,0.152450091,4.0,6.73459166,8.614501374,6.73459166,0.0,705600,2.0,49560,Seattle,WA 98136,570515.8814716863,550858.2215909091
317,14,14,0,1430.0,0.0,0.64385412,6.5,7.958926493,8.399085103,7.958926493,0.0,8179600,7.5,40040,Seattle,WA 98199,570515.8814716863,773926.1244719297
318,10,10,1,1510.0,0.0,0.404554588,7.5,8.013343181,8.918114659,8.013343181,0.0,9120400,10.0,30200,Sammamish,WA 98075,716445.2950143885,782580.4912328571
319,6,6,0,660.0,0.212121212,0.994724943,7.25,7.186144305,7.19142933,6.947937069,5.638354669,1742400,9.75,7920,Seattle,WA 98199,570515.8814716863,773926.1244719297
320,32,3,1,1085.0,0.258064516,0.5425,8.0,7.68294317,8.294299609,7.384610383,6.329720906,4708900,12.0,69440,Seattle,WA 98112,570515.8814716863,986127.6964285715
321,66,66,0,1940.0,0.0,0.2374541,8.0,7.570958583,9.008346579,7.570958583,0.0,3763600,12.0,128040,Shoreline,WA 98155,432730.11461999995,379124.2104378788
322,96,96,0,880.0,0.0,0.229565217,5.75,7.186144305,8.657129032,7.186144305,0.0,1742400,5.25,126720,Seattle,WA 98116,570515.8814716863,614958.0922625
323,72,31,1,765.0,0.0,0.24,7.0,7.333676396,8.76029622,7.333676396,0.0,2340900,8.0,110160,Renton,WA 98058,383432.0808217949,361347.7168918919
324,9,9,0,1360.0,0.0,0.422425843,6.5,7.908754739,8.770283819,7.908754739,0.0,7398400,7.5,24480,Snoqualmie,WA 98065,544275.5172413794,544275.5172413794
325,29,29,0,2145.0,0.0,0.209831255,9.0,8.364275085,9.925542543,8.364275085,0.0,18404100,15.0,124410,Medina,WA 98039,2307018.75,2307018.75
326,0,0,0,1305.0,0.0,0.359702315,6.5,7.867488569,8.889721799,7.867488569,0.0,6812100,7.5,0,Kirkland,WA 98033,624274.5115604027,785812.8133802817
327,36,14,1,980.0,0.170068027,0.541237113,7.25,7.986504939,8.600246747,7.80016307,6.216606101,8643600,9.75,105840,Seattle,WA 98109,570515.8814716863,915494.5652173914
328,98,98,0,820.0,0.0,0.213319459,4.0,6.710523109,8.254528882,6.710523109,0.0,672400,2.0,80360,Seattle,WA 98133,570515.8814716863,378643.3288893333
329,6,6,0,400.0,0.0,0.711321873,4.5,7.090909822,7.431299675,7.090909822,0.0,1440000,3.0,7200,Seattle,WA 98103,570515.8814716863,585021.7971639343
330,62,62,0,2960.0,0.5,0.238325282,5.75,7.993282328,9.427143868,7.300472814,7.300472814,8761600,5.25,183520,Seattle,WA 98116,570515.8814716863,614958.0922625
331,61,31,1,1450.0,0.0,0.241666667,5.0,7.280008253,8.699681401,7.280008253,0.0,2102500,3.0,88450,Seattle,WA 98118,570515.8814716863,439296.84873970586
332,89,89,0,900.0,0.0,0.002123453,4.0,6.803505258,12.95710895,6.803505258,0.0,810000,2.0,80100,Enumclaw,WA 98022,308011.23188260867,308011.23188260867
333,5,5,0,1733.333333,0.0,0.040231486,6.75,7.863651265,11.07638756,7.863651265,0.0,6760000,8.25,13000,Skykomish,WA 98288,233000.0,233000.0
334,84,31,1,805.0,0.0,0.091477273,5.0,7.384610383,9.775710998,7.384610383,0.0,2592100,4.0,135240,Tukwila,WA 98178,334135.9166666667,264132.760415
335,29,29,0,820.0,0.0,0.227777778,6.25,7.403061091,8.881975184,7.403061091,0.0,2689600,6.75,47560,Bellevue,WA 98007,868105.2200754544,657883.3333321429
336,69,69,0,1880.0,0.446808511,0.295597484,5.75,7.539558829,8.757940877,6.947937069,6.73459166,3534400,5.25,129720,Seattle,WA 98115,570515.8814716863,615531.1620875
337,47,47,0,1930.0,0.466321244,0.292424242,7.0,7.565793282,8.794976432,6.938284484,6.803505258,3724900,8.0,90710,Burien,WA 98168,355809.0060765625,267816.9281381818
338,46,46,0,1170.0,0.0,0.133867277,5.75,7.065613364,9.075779879,7.065613364,0.0,1368900,5.25,53820,Redmond,WA 98052,667572.7466631016,643045.2409467289
339,84,84,0,2040.0,0.408496732,0.307537688,6.25,8.026496939,9.205428328,7.501634458,7.13169851,9363600,6.75,257040,Seattle,WA 98144,570515.8814716863,566322.6056338028
340,92,6,1,1400.0,0.357142857,0.311111111,4.0,7.244941546,8.412054873,6.803505258,6.216606101,1960000,2.0,128800,Renton,WA 98057,383432.0808217949,276971.66667
341,91,0,1,2026.666667,0.118421053,0.083871324,8.0,8.019941688,10.4981119,7.893945138,5.888877958,9241600,12.0,276640,Sammamish,WA 98074,716445.2950143885,648637.487615493
342,15,15,0,1400.0,0.0,0.011376842,7.5,7.937731775,12.41355419,7.937731775,0.0,7840000,10.0,42000,Carnation,WA 98014,418696.8333333333,418696.8333333333
343,15,15,0,1890.0,0.0,0.366705471,7.75,8.237743804,9.240772579,8.237743804,0.0,14288400,11.0,56700,Sammamish,WA 98075,716445.2950143885,782580.4912328571
344,6,6,0,1410.0,0.0,0.527299925,6.75,7.944846711,8.584664907,7.944846711,0.0,7952400,8.25,16920,Redmond,WA 98052,667572.7466631016,643045.2409467289
345,7,7,0,1435.0,0.271777003,0.656900893,9.0,7.96241568,8.382518288,7.645397699,6.66057515,8236900,15.0,20090,Bothell,WA 98011,484731.0227272727,488051.54761904763
346,54,13,1,2520.0,0.376984127,0.156521739,8.75,7.832410927,9.686636661,7.359467638,6.857514063,6350400,13.75,136080,Mercer Island,WA 98040,1141272.6555549998,1141272.6555549998
347,36,14,1,1440.0,0.0,0.253521127,4.75,7.273092596,8.644882553,7.273092596,0.0,2073600,3.5,51840,Des Moines,WA 98198,308911.756097561,313104.55
348,39,39,0,866.6666667,0.0,0.109547485,4.0,7.170888479,9.381600981,7.170888479,0.0,1690000,2.0,50700,Ravensdale,WA 98051,482875.0,482875.0
349,59,1,1,1300.0,0.0,0.090592334,6.0,7.170888479,9.571574905,7.170888479,0.0,1690000,6.0,76700,Bellevue,WA 98006,868105.2200754544,790341.2827380953
350,12,12,0,1010.0,0.0,0.323925593,7.5,7.611347717,8.738254577,7.611347717,0.0,4080400,10.0,24240,Algona,WA 98001,246666.66666666666,259753.75910196078
351,56,10,1,1130.0,0.0,0.090262801,5.0,7.030857476,9.435082645,7.030857476,0.0,1276900,3.0,63280,Renton,WA 98056,383432.0808217949,411257.8726360656
352,2,2,1,1603.0,0.0,0.553426549,9.25,8.0730912,8.664578178,8.0730912,0.0,10278436,13.5,6412,Kent,WA 98032,481139.1425712329,275160.14285714284
353,59,9,1,960.0,0.0,0.118518519,5.0,6.867974409,8.99974279,6.867974409,0.0,921600,3.0,56640,Shoreline,WA 98155,432730.11461999995,379124.2104378788
354,34,34,0,1820.0,0.406593407,0.224193151,6.75,7.50714108,9.001962273,6.985641818,6.608000625,3312400,7.0,61880,Kent,WA 98031,481139.1425712329,736617.6659482758
355,12,12,0,1220.0,0.0,0.08590037,7.5,7.80016307,10.25435567,7.80016307,0.0,5953600,10.0,29280,Kenmore,WA 98028,444443.133332,443865.81699215685
356,53,13,1,2500.0,0.4,0.396825397,6.5,7.824445931,8.74846363,7.313886832,6.908754779,6250000,6.0,132500,Kent,WA 98032,481139.1425712329,275160.14285714284
357,24,24,0,1490.0,0.0,0.191763192,6.0,7.307202315,8.958154135,7.307202315,0.0,2220100,6.0,35760,Covington,WA 98042,309410.29411764705,335536.09890128206
358,23,23,0,1920.0,0.0,0.22715173,8.5,8.253488028,9.735423867,8.253488028,0.0,14745600,12.5,88320,Federal Way,WA 98023,294767.48545,292141.0063970149
359,47,47,0,2070.0,0.352657005,0.1725,8.5,7.635786861,9.392745259,7.201170883,6.59441346,4284900,12.5,97290,Bellevue,WA 98008,868105.2200754544,599919.4444444445
360,66,66,0,1310.0,0.0,0.162430254,5.75,7.178545484,8.995412975,7.178545484,0.0,1716100,5.25,86460,Seattle,WA 98117,570515.8814716863,561530.210114151
361,6,6,0,275.0,0.0,0.430023456,3.0,6.311734809,7.154615357,6.311734809,0.0,302500,1.0,3300,Seattle,WA 98122,570515.8814716863,578543.6049388888
362,88,21,1,1453.333333,0.348623853,0.645925926,7.5,7.687538766,8.124446856,7.259116128,6.634633358,4752400,10.0,191840,Seattle,WA 98117,570515.8814716863,561530.210114151
363,8,8,0,1081.5,0.0,0.367669556,8.0,7.67971364,8.679992082,7.67971364,0.0,4678569,12.0,17304,Algona,WA 98001,246666.66666666666,259753.75910196078
364,61,31,1,1315.0,0.0,0.159635812,7.0,7.875119281,9.709660056,7.875119281,0.0,6916900,8.0,160430,Yarrow Point,WA 98004,1293450.0,1419321.0701754387
365,38,38,0,1350.0,0.0,0.52734375,5.0,7.208600338,7.848153086,7.208600338,0.0,1822500,4.0,51300,Redmond,WA 98052,667572.7466631016,643045.2409467289
366,7,7,0,2100.0,0.428571429,0.215340443,9.0,7.650168701,9.185330209,7.090909822,6.803505258,4410000,15.0,14700,Federal Way,WA 98003,294767.48545,297147.36842105264
367,37,10,1,1360.0,0.0,0.136710897,5.0,7.215975003,9.205227323,7.215975003,0.0,1849600,3.0,50320,Black Diamond,WA 98010,382056.25,382056.25
368,8,8,0,1145.0,0.0,0.658992806,6.5,7.736743682,8.153637486,7.736743682,0.0,5244100,7.5,18320,Issaquah,WA 98029,604410.8557,624102.6253971428
369,84,84,0,1453.333333,0.229357798,0.438102894,6.0,7.687538766,8.512582579,7.427144133,6.216606101,4752400,6.0,183120,Seattle,WA 98126,570515.8814716863,427857.9768181818
370,47,3,1,2820.0,0.485815603,0.611979167,8.75,7.944846711,8.435766193,7.280008253,7.22329568,7952400,13.75,132540,Seattle,WA 98117,570515.8814716863,561530.210114151
371,14,14,0,730.0,0.0,0.479632063,6.5,7.286876412,8.02125618,7.286876412,0.0,2131600,7.5,20440,Seattle,WA 98108,570515.8814716863,330107.63636363635
372,40,40,0,1590.0,0.0,0.044181394,6.0,7.372118028,10.49096862,7.372118028,0.0,2528100,6.0,63600,Renton,WA 98058,383432.0808217949,361347.7168918919
373,6,6,0,710.0,0.197183099,1.191275168,5.5,7.259116128,7.084226422,7.03966035,5.638354669,2016400,4.5,8520,Seattle,WA 98144,570515.8814716863,566322.6056338028
374,5,5,0,1625.0,0.0,0.722222222,7.5,8.08671792,8.412054873,8.08671792,0.0,10562500,10.0,16250,Renton,WA 98059,383432.0808217949,502068.15179130435
375,65,16,1,740.0,0.0,0.082194824,4.0,6.608000625,9.105424202,6.608000625,0.0,547600,2.0,48100,Kent,WA 98031,481139.1425712329,736617.6659482758
376,23,23,0,1860.0,0.0,0.128085942,8.0,8.221747728,10.2765672,8.221747728,0.0,13838400,12.0,85560,Kirkland,WA 98033,624274.5115604027,785812.8133802817
377,12,12,0,840.0,0.0,0.528468072,7.25,7.427144133,8.064636476,7.427144133,0.0,2822400,9.0,20160,Auburn,WA 98092,297484.6263186567,352629.1462301587
378,105,26,1,1640.0,0.410569106,0.482352941,6.75,7.80832305,8.537191878,7.280008253,6.918695219,6051600,7.0,258300,Seattle,WA 98115,570515.8814716863,615531.1620875
379,38,38,0,600.0,0.0,0.048402711,4.0,7.090909822,10.11831663,7.090909822,0.0,1440000,2.0,45600,Redmond,WA 98053,667572.7466631016,700378.28555875
380,43,43,0,1630.0,0.0,0.138135593,5.75,7.396948603,9.375939553,7.396948603,0.0,2656900,5.25,70090,North Bend,WA 98045,404148.135415625,404148.135415625
381,39,39,0,1530.0,0.0,0.2125,5.5,7.333676396,8.881975184,7.333676396,0.0,2340900,4.5,59670,Lake Forest Park,WA 98155,470132.0,379124.2104378788
382,17,17,0,1675.0,0.250746269,0.8375,9.25,8.117014088,8.294299609,7.828436359,6.73459166,11222500,16.25,56950,Seattle,WA 98105,570515.8814716863,942518.2291656251
383,46,46,0,2180.0,0.458715596,0.214990138,7.5,7.687538766,9.224341892,7.074116816,6.908754779,4752400,10.0,100280,Redmond,WA 98052,667572.7466631016,643045.2409467289
384,46,46,0,2920.0,0.431506849,0.245791246,8.75,7.979681302,9.382695764,7.41517511,7.139660336,8526400,13.75,134320,Issaquah,WA 98027,604410.8557,587123.0243902439
385,34,34,0,4610.0,0.457700651,0.114670912,8.75,8.436200032,10.6016969,7.824445931,7.654917048,21252100,15.0,156740,Issaquah,WA 98027,604410.8557,587123.0243902439
386,10,10,1,1695.0,0.0,0.65054692,8.75,8.128880142,8.558718938,8.128880142,0.0,11492100,13.75,33900,Sammamish,WA 98075,716445.2950143885,782580.4912328571
387,8,8,0,2665.0,0.330206379,0.888333333,9.75,8.581294117,8.699681401,8.180600948,7.473637108,28408900,18.75,42640,Issaquah,WA 98027,604410.8557,587123.0243902439
388,36,14,1,3020.0,0.5,0.140851639,8.5,8.013343181,9.973106894,7.320526962,7.320526962,9120400,12.5,108720,Kent,WA 98042,481139.1425712329,335536.09890128206
389,6,6,0,403.3333333,0.0,0.852112676,6.5,7.099201744,7.259116128,7.099201744,0.0,1464100,7.5,7260,Seattle,WA 98103,570515.8814716863,585021.7971639343
390,8,8,0,493.3333333,0.0,1.263877028,6.5,7.300472814,7.06646697,7.300472814,0.0,2190400,7.5,11840,Seattle,WA 98112,570515.8814716863,986127.6964285715
391,71,12,1,1300.0,0.0,0.775656325,4.5,7.170888479,7.424761762,7.170888479,0.0,1690000,3.0,92300,Seattle,WA 98122,570515.8814716863,578543.6049388888
392,74,13,1,1270.0,0.0,0.330729167,6.5,7.840312983,8.946505026,7.840312983,0.0,6451600,7.5,187960,Seattle,WA 98177,570515.8814716863,708333.8682162791
393,87,87,0,1186.666667,0.219101124,0.290849673,6.25,7.484930283,8.719480761,7.237778192,5.96870756,3168400,6.75,154860,Seattle,WA 98122,570515.8814716863,578543.6049388888
394,59,9,1,1700.0,0.0,0.19664546,5.0,7.438971592,9.064852065,7.438971592,0.0,2890000,3.0,100300,Seattle,WA 98146,570515.8814716863,370628.2541675
395,6,6,0,1655.0,0.0,0.536814791,7.75,8.105005538,8.726967775,8.105005538,0.0,10956100,11.0,19860,Snoqualmie,WA 98065,544275.5172413794,544275.5172413794
396,55,25,1,1200.0,0.0,0.140944327,5.0,7.090909822,9.049584593,7.090909822,0.0,1440000,3.0,66000,Enumclaw,WA 98022,308011.23188260867,308011.23188260867
397,18,18,0,2930.0,0.162116041,0.110798087,9.25,8.676075516,10.87596956,8.499232866,6.857514063,34339600,17.0,105480,Woodinville,WA 98072,627221.0372340425,586174.3636363636
398,10,10,1,920.0,0.0,0.331531532,7.5,7.518064181,8.621733371,7.518064181,0.0,3385600,10.0,18400,Kent,WA 98031,481139.1425712329,736617.6659482758
399,74,18,1,1200.0,0.108333333,0.3,4.0,7.090909822,8.294299609,6.97634807,4.875197323,1440000,2.0,88800,Seattle,WA 98126,570515.8814716863,427857.9768181818
400,65,65,0,1300.0,0.246153846,0.429752066,7.75,7.863651265,8.707978827,7.581209826,6.463029457,6760000,11.0,169000,Seattle,WA 98116,570515.8814716863,614958.0922625
401,104,8,1,1340.0,0.194029851,0.312791783,5.0,7.201170883,8.362875831,6.985641818,5.564520407,1795600,3.0,139360,Seattle,WA 98105,570515.8814716863,942518.2291656251
402,0,0,0,586.6666667,0.0,1.535776614,6.25,7.473637108,7.044905117,7.473637108,0.0,3097600,6.75,0,Seattle,WA 98122,570515.8814716863,578543.6049388888
403,8,8,0,2075.0,0.0,0.256220288,8.5,8.331104548,9.692643057,8.331104548,0.0,17222500,14.0,33200,Auburn,WA 98092,297484.6263186567,352629.1462301587
404,11,11,0,1995.0,0.0,0.60117523,7.75,8.291797105,8.800565992,8.291797105,0.0,15920100,11.0,43890,Redmond,WA 98053,667572.7466631016,700378.28555875
405,47,47,0,2900.0,0.348275862,0.238486842,9.25,7.972810784,9.405989389,7.544861069,6.918695219,8410000,16.25,136300,Bellevue,WA 98005,868105.2200754544,794083.8533320001
406,8,8,0,1385.0,0.285198556,0.44122332,7.25,7.926963545,8.744966011,7.591357047,6.673297968,7672900,9.75,22160,Renton,WA 98056,383432.0808217949,411257.8726360656
407,1,1,1,1925.0,0.18961039,0.061378057,8.5,8.256088134,11.04654726,8.045908742,6.59441346,14822500,13.5,3850,Redmond,WA 98053,667572.7466631016,700378.28555875
408,24,24,0,1490.0,0.0,0.215007215,5.75,7.307202315,8.843759382,7.307202315,0.0,2220100,5.25,35760,Kent,WA 98030,481139.1425712329,267279.41586999997
409,25,25,0,1215.0,0.255144033,0.441818182,6.25,7.796057974,8.612685173,7.501634458,6.431331082,5904900,6.75,60750,Kirkland,WA 98033,624274.5115604027,785812.8133802817
410,0,0,0,605.0,0.0,1.17248062,4.75,7.099201744,6.940222469,7.099201744,0.0,1464100,3.5,0,Issaquah,WA 98029,604410.8557,624102.6253971428
411,63,20,1,1320.0,0.0,0.162681785,5.5,7.186144305,9.00146948,7.186144305,0.0,1742400,4.5,83160,Bellevue,WA 98004,868105.2200754544,1419321.0701754387
412,56,42,1,1270.0,0.0,0.167856199,5.0,7.147559271,8.931551967,7.147559271,0.0,1612900,3.0,71120,Renton,WA 98056,383432.0808217949,411257.8726360656
413,30,30,0,993.3333333,0.0,0.177995461,6.0,7.307202315,9.032648084,7.307202315,0.0,2220100,6.0,44700,Kent,WA 98031,481139.1425712329,736617.6659482758
414,35,35,0,1780.0,0.0,0.014752074,5.75,7.484930283,11.70074853,7.484930283,0.0,3168400,5.25,62300,Duvall,WA 98019,388269.8245605263,388269.8245605263
415,13,13,0,1185.0,0.0,0.185838626,6.5,7.771067086,9.453600227,7.771067086,0.0,5616900,7.5,30810,Duvall,WA 98019,388269.8245605263,388269.8245605263
416,66,66,0,1073.333333,0.0,0.010154013,4.75,7.384610383,11.97388204,7.384610383,0.0,2592100,3.5,106260,Snoqualmie,WA 98065,544275.5172413794,544275.5172413794
417,2,2,1,615.0,0.219512195,0.9609375,5.25,7.115582126,7.155396302,6.867974409,5.602118821,1512900,4.5,2460,Seattle,WA 98144,570515.8814716863,566322.6056338028
418,50,50,0,1370.0,0.0,0.017472707,6.0,7.22329568,11.269694,7.22329568,0.0,1876900,6.0,68500,Covington,WA 98042,309410.29411764705,335536.09890128206
419,10,10,1,1350.0,0.0,0.674325674,7.5,7.901377354,8.29529886,7.901377354,0.0,7290000,10.0,27000,Issaquah,WA 98029,604410.8557,624102.6253971428
420,104,104,0,1480.0,0.5,0.472541507,7.0,7.300472814,8.049746291,6.608000625,6.608000625,2190400,8.0,153920,Seattle,WA 98108,570515.8814716863,330107.63636363635
421,48,48,0,2670.0,0.38576779,0.356,6.25,7.890208213,8.922791624,7.403061091,6.938284484,7128900,6.75,128160,Burien,WA 98166,355809.0060765625,422240.16439999995
422,38,22,1,1493.333333,0.0,0.080517613,7.75,7.714677474,10.23354641,7.714677474,0.0,5017600,11.0,85120,Sammamish,WA 98075,716445.2950143885,782580.4912328571
423,8,8,0,675.0,0.17037037,1.07827476,5.75,7.208600338,7.133295955,7.021976423,5.442417711,1822500,5.5,10800,Seattle,WA 98136,570515.8814716863,550858.2215909091
424,61,61,0,1500.0,0.0,0.236705065,5.5,7.313886832,8.75431854,7.313886832,0.0,2250000,4.5,91500,Seattle,WA 98125,570515.8814716863,450881.6901408451
425,108,24,1,645.0,0.0,0.421568627,6.75,7.163172391,8.026496939,7.163172391,0.0,1664100,7.0,139320,Seattle,WA 98103,570515.8814716863,585021.7971639343
426,23,23,0,765.0,0.0,0.255,6.5,7.333676396,8.699681401,7.333676396,0.0,2340900,7.5,35190,Maple Valley,WA 98038,340425.62602739723,340425.62602739723
427,72,15,1,1093.333333,0.0,0.090388007,5.0,7.403061091,9.80615032,7.403061091,0.0,2689600,3.0,118080,Seattle,WA 98168,570515.8814716863,267816.9281381818
428,41,41,0,1790.0,0.379888268,0.248507566,7.25,7.490529402,8.882391706,7.01301579,6.523562306,3204100,9.0,73390,Lake Forest Park,WA 98155,470132.0,379124.2104378788
429,52,52,0,1390.0,0.0,0.076373626,5.75,7.237778192,9.809231817,7.237778192,0.0,1932100,5.25,72280,Federal Way,WA 98023,294767.48545,292141.0063970149
430,105,26,1,2330.0,0.347639485,0.847272727,7.5,8.446985296,8.612685173,8.019941688,7.390798522,21715600,10.5,489300,Seattle,WA 98102,570515.8814716863,733401.5789473684
431,17,17,0,1190.0,0.0,0.336824229,7.5,7.775275846,8.863191341,7.775275846,0.0,5664400,10.0,40460,Kent,WA 98031,481139.1425712329,736617.6659482758
432,13,13,0,1330.0,0.0,0.665,7.5,7.886457271,8.294299609,7.886457271,0.0,7075600,10.0,34580,Redmond,WA 98053,667572.7466631016,700378.28555875
433,3,3,0,1515.0,0.0,0.457358491,7.75,8.016647877,8.798756583,8.016647877,0.0,9180900,11.0,9090,Renton,WA 98059,383432.0808217949,502068.15179130435
434,68,68,0,3240.0,0.302469136,0.3,7.5,8.083637203,9.287394001,7.723562472,6.88857246,10497600,10.0,220320,Seattle,WA 98105,570515.8814716863,942518.2291656251
435,7,7,0,764.0,0.19895288,1.27248501,6.5,7.555381944,7.314552832,7.333676396,5.942799375,3648100,7.5,13370,Seattle,WA 98199,570515.8814716863,773926.1244719297
436,27,27,0,1445.0,0.020761246,0.238252267,6.75,7.969357742,9.403519439,7.948385285,4.110873864,8352100,8.25,78030,Kirkland,WA 98033,624274.5115604027,785812.8133802817
437,53,10,1,1100.0,0.0,0.128504673,5.0,7.003974137,9.054972285,7.003974137,0.0,1210000,3.0,58300,Federal Way,WA 98023,294767.48545,292141.0063970149
438,25,25,0,1380.0,0.0,0.18459069,6.0,7.230563153,8.919586921,7.230563153,0.0,1904400,6.0,34500,Auburn,WA 98001,297484.6263186567,259753.75910196078
439,114,0,1,1490.0,0.281879195,0.425714286,8.25,8.000014094,8.853808275,7.669028289,6.73459166,8880400,13.0,339720,Seattle,WA 98144,570515.8814716863,566322.6056338028
440,53,10,1,1330.0,0.0,0.177333333,5.75,7.193685818,8.922791624,7.193685818,0.0,1768900,5.25,70490,Bellevue,WA 98004,868105.2200754544,1419321.0701754387
441,75,45,1,1320.0,0.227272727,0.149490374,4.0,7.186144305,9.086023537,6.928537818,5.707110265,1742400,2.0,99000,Seattle,WA 98199,570515.8814716863,773926.1244719297
442,32,3,1,2340.0,0.0,0.010782714,7.25,7.758333467,12.28772175,7.758333467,0.0,5475600,9.0,74880,Auburn,WA 98092,297484.6263186567,352629.1462301587
443,74,74,0,1526.666667,0.262008734,0.3664,9.0,7.736743682,8.74049673,7.433075349,6.398594935,5244100,16.0,169460,Seattle,WA 98116,570515.8814716863,614958.0922625
444,55,25,1,1320.0,0.0,0.160583942,5.0,7.186144305,9.014447135,7.186144305,0.0,1742400,3.0,72600,Des Moines,WA 98198,308911.756097561,313104.55
445,12,12,0,945.0,0.084656085,0.390657296,6.5,7.544861069,8.484463367,7.456454555,5.081404365,3572100,7.5,22680,Tukwila,WA 98168,334135.9166666667,267816.9281381818
446,32,32,0,1320.0,0.0,0.179812015,5.0,7.186144305,8.901366564,7.186144305,0.0,1742400,3.0,42240,Shoreline,WA 98155,432730.11461999995,379124.2104378788
447,35,0,1,1150.0,0.0,0.119791667,5.75,7.048386409,9.169622539,7.048386409,0.0,1322500,5.25,40250,North Bend,WA 98045,404148.135415625,404148.135415625
448,66,29,1,2130.0,0.323943662,0.336758893,8.0,7.664346632,8.752423404,7.273092596,6.538139824,4536900,12.0,140580,Seattle,WA 98116,570515.8814716863,614958.0922625
449,17,17,0,1680.0,0.0,0.222649261,7.5,8.119993828,9.621920081,8.119993828,0.0,11289600,10.0,57120,Redmond,WA 98052,667572.7466631016,643045.2409467289
